url_length,num_subdomains,has_https,num_hyphens,num_special_chars,has_suspicious_keyword,num_external_links,num_scripts,label
62,1,1,1,0,0,1,6,1
175,1,1,3,0,0,2,0,1
72,1,1,3,1,0,1,7,1
30,1,1,0,0,0,0,0,1
21,0,1,0,0,0,1,0,1
36,0,1,0,0,0,30,23,1
36,1,1,1,0,0,0,14,1
67,1,1,1,0,0,5,14,1
64,3,1,2,0,0,0,0,1
86,0,0,5,0,0,0,0,1
86,0,0,5,0,0,0,0,1
39,1,1,2,0,0,1,5,1
63,3,1,2,0,0,0,0,1
38,1,1,1,0,0,22,15,1
26,1,1,0,0,0,0,1,1
38,1,1,0,0,0,6,1,1
28,0,1,0,0,0,0,5,1
28,0,1,0,0,0,26,32,1
80,0,0,5,0,0,0,0,1
66,1,1,2,0,1,2,0,1
30,0,1,0,0,0,7,19,1
404,1,1,2,17,1,6,21,1
27,0,1,0,0,0,0,0,1
186,1,1,2,0,0,6,19,1
61,0,1,2,0,0,0,0,1
60,1,1,0,0,0,2,1,1
77,0,0,2,1,0,0,0,1
146,0,1,2,0,0,4,5,1
186,1,1,3,0,0,6,19,1
33,1,1,1,0,0,1,6,1
63,1,1,1,0,0,0,3,1
38,0,1,2,0,0,0,3,1
62,1,1,2,0,0,1,1,1
23,1,1,0,0,0,7,13,1
34,1,1,0,0,0,0,0,1
63,1,1,1,0,0,4,4,1
57,2,1,3,0,0,0,9,1
38,1,1,1,0,0,5,15,1
90,0,0,5,0,0,0,0,1
66,1,1,1,0,0,1,3,1
405,1,1,2,11,1,6,21,1
186,1,1,2,0,0,6,19,1
186,1,1,2,0,0,6,19,1
35,1,1,1,0,0,20,15,1
89,0,0,6,0,0,0,0,1
67,1,1,0,0,0,2,1,1
186,1,1,4,0,0,8,19,1
23,0,1,0,0,0,1,0,1
184,1,1,1,0,0,6,19,1
29,0,1,0,0,0,67,22,1
85,0,1,1,0,1,0,4,1
380,1,1,1,13,1,6,21,1
73,1,1,3,0,0,0,0,1
186,1,1,2,0,0,8,19,1
61,1,1,1,0,0,2,12,1
24,1,1,0,0,0,3,0,1
72,1,1,0,0,0,2,1,1
66,1,1,0,0,0,2,1,1
80,0,1,0,0,0,1,4,1
184,1,1,4,0,0,8,19,1
51,0,1,0,0,0,25,43,1
66,1,1,1,0,0,2,9,1
258,2,1,3,4,0,6,16,1
27,1,1,0,0,0,0,0,1
51,1,1,1,0,0,42,49,1
37,1,1,0,0,0,3,0,1
60,2,1,2,0,0,1,7,1
480,1,1,1,13,1,6,21,1
22,1,1,0,0,0,5,10,1
25,1,1,1,0,0,3,3,1
186,1,1,5,0,0,6,19,1
38,1,1,1,0,0,20,15,1
48,1,1,0,0,0,2,0,1
74,1,1,1,0,0,2,5,1
407,1,1,4,13,1,6,21,1
30,1,1,2,0,0,2,0,1
40,0,1,1,1,0,1,4,1
43,1,1,0,0,0,1,9,1
197,1,1,1,0,0,7,6,1
67,2,1,0,0,0,0,0,1
472,2,0,3,15,1,6,7,1
47,0,0,0,0,0,0,14,1
186,1,1,2,0,0,4,19,1
46,1,1,2,0,0,20,15,1
42,1,1,0,0,0,25,59,1
131,0,1,1,2,0,0,0,1
244,1,1,5,0,0,2,0,1
42,1,1,3,0,0,6,5,1
51,1,1,0,0,0,54,54,1
33,1,1,0,0,0,0,29,1
43,2,1,0,0,0,4,14,1
38,1,1,2,0,0,1,5,1
140,0,1,1,0,1,6,1,1
156,2,1,1,0,0,2,4,1
51,0,1,0,0,0,25,34,1
62,1,1,1,0,0,1,6,1
61,1,1,1,0,0,12,1,1
206,1,1,2,0,0,6,100,1
40,0,1,0,0,0,2,10,1
38,1,1,1,0,0,22,15,1
26,0,1,0,0,0,0,0,1
177,1,1,2,0,0,8,19,1
46,2,1,1,0,0,0,0,1
178,1,1,2,0,0,6,19,1
430,2,1,0,0,0,0,9,1
31,1,1,0,0,1,2,1,1
24,1,1,0,0,0,2,4,1
93,0,0,5,0,0,0,0,1
66,1,1,1,0,0,4,7,1
403,1,1,3,13,1,6,21,1
24,0,1,0,0,0,22,19,1
112,0,1,1,0,0,3,7,1
172,0,1,5,0,0,16,8,1
55,2,1,1,0,0,2,0,1
41,1,1,1,0,0,20,15,1
33,2,0,0,0,0,2,0,1
95,1,1,1,0,0,12,9,1
31,1,1,1,0,0,4,9,1
41,1,1,0,0,0,1,0,1
21,0,1,0,0,0,1,0,1
97,0,0,7,0,0,0,0,1
28,1,1,0,0,0,0,4,1
77,1,1,3,1,0,1,1,1
37,1,1,2,0,0,0,10,1
61,2,0,2,0,0,2,0,1
38,1,1,1,0,0,2,2,1
51,0,1,1,0,1,0,0,1
63,1,1,1,0,1,2,9,1
40,1,1,0,0,0,1,5,1
31,0,1,0,0,0,0,0,1
184,1,1,2,0,0,8,19,1
73,1,0,4,0,0,1,4,1
33,4,1,0,0,0,0,0,1
95,0,1,0,0,0,6,1,1
186,1,1,2,0,0,6,19,1
34,1,1,0,0,0,0,3,1
67,0,1,0,0,0,1,4,1
69,3,0,0,0,0,0,3,1
85,2,1,1,0,0,1,5,1
65,1,1,1,0,0,0,2,1
31,1,0,1,0,0,5,0,1
83,2,1,0,0,0,2,7,1
44,1,1,3,0,0,6,5,1
83,2,1,0,0,0,1,4,1
186,1,1,2,0,0,8,19,1
66,1,1,1,0,0,1,6,1
40,1,1,1,0,1,23,14,1
172,1,1,2,0,0,0,5,1
30,1,0,0,0,0,0,0,1
50,1,1,2,0,0,2,0,1
44,1,1,2,0,0,1,5,1
44,1,1,3,0,1,1,0,1
59,1,1,1,0,0,105,118,1
40,1,1,0,0,0,2,3,1
81,0,0,5,0,0,0,0,1
42,1,1,1,0,0,3,0,1
51,0,1,0,0,0,25,38,1
30,1,1,0,0,0,23,14,1
44,1,1,2,0,0,3,0,1
37,1,1,0,0,0,13,3,1
65,0,0,4,0,0,0,0,1
34,1,1,1,0,0,1,0,1
26,0,1,1,0,0,0,0,1
53,1,1,0,0,0,1,3,1
27,1,1,0,0,0,2,0,1
102,0,1,1,0,0,2,3,1
29,1,1,0,0,0,0,0,1
31,1,1,0,0,0,0,1,1
77,1,1,0,0,0,2,1,1
67,0,1,0,0,0,4,10,1
31,0,0,1,0,0,6,10,1
29,0,1,0,0,0,0,0,1
163,0,1,1,0,0,2,6,1
28,0,1,0,0,0,0,3,1
34,1,1,0,0,0,0,1,1
74,1,1,1,0,0,0,3,1
113,0,1,0,3,0,3,7,1
186,1,1,4,0,0,7,19,1
40,1,1,1,0,0,1,36,1
36,1,1,0,0,0,6,1,1
80,1,1,0,0,0,1,0,1
62,1,1,1,0,0,102,4,1
33,1,1,0,0,0,0,7,1
41,2,1,1,0,0,2,3,1
47,1,1,0,0,0,15,16,1
39,1,1,3,0,0,3,3,1
26,0,1,0,0,0,6,0,1
83,2,1,0,0,0,1,8,1
41,1,1,1,0,0,21,60,1
33,1,1,1,0,0,20,15,1
61,1,1,1,0,0,1,1,1
22,0,1,0,0,0,7,12,1
101,0,1,0,0,0,0,0,1
40,1,1,0,0,0,34,46,1
176,1,1,3,0,0,6,19,1
186,1,1,1,0,0,6,19,1
34,1,1,0,0,0,1,3,1
86,1,1,1,1,0,2,12,1
37,1,1,2,0,0,19,59,1
45,1,0,0,0,0,2,0,1
28,1,1,1,0,0,3,3,1
105,0,1,1,3,0,0,2,1
62,1,1,1,0,0,1,6,1
38,1,1,1,0,0,5,15,1
406,1,1,6,13,1,6,21,1
44,0,1,0,0,1,0,15,1
28,1,1,1,0,0,31,10,1
29,1,0,0,0,0,0,2,1
43,1,1,2,0,1,3,3,1
424,2,0,2,11,1,6,21,1
156,2,1,1,0,0,2,4,1
139,1,1,1,0,0,1,1,1
26,1,1,1,0,0,7,15,1
26,1,1,0,0,0,2,30,1
65,3,1,2,0,0,0,0,1
301,2,1,0,0,0,2,5,1
46,1,1,3,0,0,18,15,1
85,2,1,1,0,0,2,12,1
36,1,1,0,0,0,3,1,1
46,1,1,1,0,0,0,10,1
54,2,1,3,0,0,2,3,1
163,0,1,1,0,0,2,4,1
36,0,1,2,0,1,8,3,1
92,0,0,6,0,0,0,0,1
58,1,1,0,0,1,0,0,1
54,1,1,1,0,1,20,15,1
37,1,1,2,0,1,7,10,1
19,0,0,0,0,0,1,0,1
33,1,1,0,0,1,1,0,1
58,1,1,0,0,0,1,1,1
61,2,1,4,0,0,3,11,1
492,1,1,10,15,1,6,21,1
62,1,1,1,0,0,1,6,1
94,1,0,1,0,0,0,0,1
28,1,1,0,0,0,0,15,1
121,0,1,1,0,0,6,1,1
93,0,0,5,0,0,0,0,1
34,1,1,1,0,0,1,0,1
22,0,1,0,0,0,4,0,1
42,1,1,1,0,0,22,58,1
67,0,1,0,0,0,1,4,1
403,1,1,2,13,1,6,21,1
186,1,1,3,0,0,6,19,1
29,0,1,0,0,0,0,0,1
59,1,1,2,0,0,2,0,1
201,1,1,2,0,0,9,19,1
62,1,1,1,0,0,1,6,1
186,1,1,1,0,0,6,19,1
403,1,1,3,11,1,6,21,1
37,1,1,0,0,0,22,15,1
89,1,1,0,0,0,0,0,1
79,0,1,1,0,0,0,2,1
38,1,1,1,0,0,3,0,1
23,0,1,0,0,0,6,1,1
27,1,1,1,0,0,22,15,1
201,1,1,1,0,0,8,19,1
40,1,1,0,0,0,3,31,1
53,1,0,1,0,0,1,0,1
409,1,1,1,13,1,6,21,1
51,1,1,3,0,0,1,5,1
53,1,1,3,0,0,2,0,1
46,1,1,1,0,0,0,10,1
51,0,1,0,0,0,25,38,1
34,1,1,0,0,0,2,7,1
73,1,1,2,0,1,9,4,1
93,0,0,5,0,0,0,0,1
51,2,1,0,0,1,0,7,1
21,0,0,0,0,0,2,8,1
58,1,0,1,0,0,0,0,1
29,1,1,0,0,0,0,0,1
40,1,1,2,0,0,1,0,1
45,1,1,0,0,0,2,1,1
40,1,1,0,0,0,3,5,1
186,1,1,4,0,0,6,19,1
30,1,1,0,0,0,0,15,1
37,2,1,1,0,0,5,1,1
41,1,1,0,0,0,19,12,1
37,1,1,2,0,0,20,60,1
34,1,1,1,0,0,2,3,1
163,0,1,1,0,0,2,4,1
40,1,1,1,0,0,1,0,1
388,1,1,1,11,1,6,21,1
67,1,1,1,0,0,26,15,1
60,1,1,1,0,0,1,6,1
62,1,1,1,0,0,2,18,1
21,0,1,0,0,0,1,5,1
178,1,1,2,0,0,6,19,1
197,1,1,1,0,0,7,6,1
51,1,1,1,0,0,0,0,1
22,0,1,0,0,0,4,0,1
34,1,1,0,0,0,6,3,1
425,2,0,2,12,1,6,21,1
29,1,1,0,0,0,0,0,1
41,1,1,2,0,0,1,0,1
32,1,1,0,0,0,2,6,1
184,1,1,1,0,0,6,19,1
19,0,0,0,0,0,0,0,1
39,1,1,1,0,0,19,57,1
44,1,0,1,0,0,0,3,1
59,1,1,0,0,0,9,0,1
47,1,1,2,0,0,1,0,1
121,0,1,5,0,1,6,1,1
27,1,1,0,0,0,0,0,1
399,1,1,1,13,1,6,21,1
362,1,1,1,11,1,6,21,1
425,0,1,1,0,0,0,10,1
51,0,1,0,0,0,25,39,1
46,1,1,2,0,0,18,58,1
29,1,1,0,0,0,0,1,1
62,1,1,1,0,0,12,1,1
40,1,1,0,0,0,36,62,1
62,1,1,3,0,0,2,5,1
44,2,1,0,0,0,0,0,1
291,1,0,1,13,0,1,5,1
92,0,1,1,0,0,2,3,1
38,2,1,0,0,0,20,17,1
33,2,0,0,0,0,0,0,1
62,1,1,1,0,0,2,0,1
22,1,1,0,0,0,7,13,1
27,0,1,0,0,0,0,0,1
92,0,1,1,0,0,2,3,1
80,0,1,0,0,0,1,4,1
35,0,1,0,0,0,0,2,1
33,1,1,0,0,0,2,0,1
73,1,1,0,0,0,0,0,1
47,1,1,4,0,0,2,0,1
51,0,1,0,0,0,25,38,1
29,1,1,0,0,0,7,15,1
27,1,1,0,0,0,0,2,1
95,1,1,1,0,0,12,9,1
44,1,1,2,0,0,1,2,1
46,1,1,0,0,0,26,49,1
73,1,1,0,0,0,5,14,1
26,1,0,0,0,0,8,2,1
178,1,1,1,0,0,6,19,1
76,1,1,1,0,0,0,0,1
32,1,1,0,0,0,9,5,1
22,0,1,1,0,0,0,0,1
44,1,1,2,0,0,0,10,1
37,1,1,2,0,0,1,5,1
389,1,1,2,13,1,6,21,1
94,2,1,1,0,0,2,3,1
42,1,1,1,0,0,0,4,1
67,1,1,1,0,0,1,6,1
87,0,0,5,0,0,0,0,1
124,1,1,6,0,0,8,8,1
26,1,1,1,0,0,7,15,1
394,1,1,2,11,1,6,21,1
186,1,1,3,0,0,6,19,1
479,2,0,1,15,1,6,21,1
178,1,1,3,0,0,6,19,1
49,2,1,1,0,1,5,1,1
163,1,1,0,0,0,4,1,1
85,1,1,1,0,0,2,0,1
46,0,1,0,0,1,0,0,1
33,0,1,1,0,1,0,0,1
46,1,1,1,0,0,0,10,1
28,1,1,1,0,0,0,8,1
33,1,1,2,0,0,1,5,1
92,2,1,2,0,1,2,8,1
175,1,1,3,0,0,2,0,1
34,1,1,0,0,0,114,7,1
32,1,1,0,0,0,5,5,1
186,1,1,1,0,0,7,19,1
61,1,1,1,0,0,5,4,1
36,1,1,1,0,0,0,7,1
43,1,1,2,0,0,1,5,1
69,1,1,1,0,0,0,2,1
478,2,0,1,15,1,6,21,1
23,0,1,0,0,0,2,4,1
30,1,1,0,0,0,0,3,1
28,0,1,0,0,0,26,28,1
201,1,1,1,0,0,6,19,1
28,0,1,0,0,0,1,2,1
128,0,1,0,0,0,5,1,1
36,0,1,1,0,0,5,1,1
28,1,1,0,0,0,0,9,1
68,1,1,1,0,0,3,9,1
38,2,1,0,0,0,1,25,1
93,0,1,1,0,0,2,3,1
130,1,1,0,0,0,1,13,1
55,1,1,0,0,0,1,6,1
79,0,1,1,0,0,1,6,1
50,1,0,1,0,0,6,7,1
23,0,1,0,0,0,6,1,1
93,0,0,5,0,0,0,0,1
201,1,1,3,0,0,6,19,1
62,1,1,1,0,0,24,14,1
59,2,1,0,0,1,17,15,1
87,1,1,1,2,0,2,13,1
55,2,1,1,0,0,0,0,1
82,0,0,6,0,0,0,0,1
97,1,1,0,0,1,14,7,1
40,1,1,1,0,0,3,0,1
24,0,1,0,0,0,0,0,1
28,1,1,0,0,0,0,1,1
156,2,1,1,0,0,2,4,1
65,1,1,5,0,0,5,1,1
25,1,1,0,0,0,0,5,1
54,1,1,4,0,0,3,3,1
201,1,1,1,0,0,6,21,1
36,1,1,0,0,0,0,0,1
55,1,1,0,0,0,2,1,1
39,1,1,1,0,0,18,57,1
122,0,1,5,0,1,6,1,1
186,1,1,2,0,0,6,19,1
59,1,1,1,0,0,7,1,1
32,1,1,0,0,0,6,27,1
74,1,0,4,0,0,1,3,1
367,1,1,2,11,1,6,21,1
585,1,1,5,19,1,6,21,1
317,2,1,14,4,0,0,2,1
29,1,1,0,0,0,1,9,1
29,0,1,0,1,0,0,8,1
201,1,1,3,0,0,6,19,1
48,2,1,0,0,0,0,2,1
28,0,1,0,0,0,6,19,1
114,0,1,1,2,0,2,3,1
92,1,1,1,2,0,1,7,1
52,0,1,1,0,0,0,0,1
61,1,1,1,0,0,0,2,1
56,2,1,1,0,0,1,4,1
47,1,1,3,0,0,1,5,1
27,1,1,0,0,0,192,36,1
61,1,1,1,0,0,1,7,1
388,1,1,2,13,1,6,21,1
36,1,1,1,0,0,18,58,1
56,0,1,2,0,0,1,1,1
359,1,1,1,11,1,6,23,1
81,2,0,4,0,0,1,4,1
36,1,1,0,0,0,315,46,1
186,1,1,3,0,0,8,19,1
33,1,1,0,0,0,0,1,1
33,1,1,1,0,0,0,26,1
57,1,1,0,0,0,2,3,1
85,2,0,4,0,0,1,4,1
29,1,1,0,0,0,0,0,1
390,2,0,1,14,1,6,21,1
382,1,1,1,11,1,6,21,1
82,0,0,5,0,0,0,0,1
41,1,1,1,0,0,1,0,1
38,1,1,0,0,1,1,28,1
72,1,1,1,0,0,0,2,1
62,1,1,1,0,0,31,3,1
26,2,1,0,0,0,2,3,1
50,1,1,3,0,0,1,5,1
92,0,1,1,0,0,2,8,1
29,1,1,0,0,0,12,4,1
87,1,1,0,0,0,5,10,1
34,0,1,2,0,0,65,2,1
30,1,1,1,0,1,17,1,1
68,1,1,1,0,0,1,2,1
26,1,1,1,0,0,2,3,1
29,1,1,0,0,0,1,0,1
37,0,1,0,0,0,8,8,1
34,1,1,1,0,0,0,0,1
818,1,1,4,34,1,8,14,1
40,1,1,1,0,0,5,28,1
70,1,1,0,0,0,2,1,1
163,0,1,1,0,0,2,6,1
37,1,1,2,0,0,0,10,1
41,1,1,1,0,0,20,13,1
31,0,1,1,0,0,4,0,1
105,1,1,1,2,0,2,2,1
59,2,1,4,0,0,2,3,1
201,1,1,2,0,0,6,19,1
931,3,1,7,66,1,6,15,1
51,0,1,0,0,0,25,46,1
163,0,1,1,0,0,2,4,1
72,1,1,0,0,0,2,1,1
17,0,0,0,0,0,1,4,1
186,1,1,3,0,0,8,19,1
44,2,1,0,0,0,0,0,1
201,1,1,4,0,0,6,19,1
118,0,1,0,4,0,83,34,1
45,1,1,3,0,0,1,1,1
456,1,1,1,17,1,6,21,1
22,0,1,0,0,0,4,0,1
50,1,1,0,0,0,0,33,1
73,2,1,6,0,0,3,5,1
2850,2,1,16,164,1,3,5,1
45,1,1,4,0,0,6,3,1
36,0,1,1,0,0,4,0,1
43,0,1,0,0,0,0,0,1
35,1,1,1,0,0,18,58,1
116,1,1,0,0,1,0,0,1
51,0,1,0,0,0,24,19,1
73,1,1,3,0,0,30,11,1
33,1,1,0,0,0,0,32,1
54,2,0,1,0,0,0,0,1
45,1,1,0,0,0,20,60,1
56,2,1,1,0,1,0,0,1
57,2,1,0,0,0,8,10,1
186,1,1,1,0,0,6,19,1
88,0,0,5,0,0,0,0,1
30,0,1,0,0,0,0,3,1
31,1,1,1,0,0,3,1,1
383,1,1,1,13,1,6,21,1
28,0,1,0,0,0,0,3,1
65,1,1,1,0,0,1,6,1
40,1,1,0,0,0,0,1,1
186,1,1,3,0,0,6,19,1
24,1,1,0,0,0,0,9,1
34,0,1,0,0,0,0,0,1
57,3,0,1,0,0,2,0,1
56,2,1,3,0,0,0,9,1
147,1,1,3,0,0,2,5,1
34,1,1,0,0,0,2,3,1
147,1,1,0,0,0,1,5,1
60,1,1,1,0,0,2,2,1
69,1,1,5,0,0,25,69,1
32,1,1,0,0,0,110,49,1
36,2,1,0,0,0,2,3,1
128,1,1,1,0,0,1,4,1
32,2,1,0,0,0,0,2,1
97,2,1,0,0,0,2,8,1
31,0,1,0,0,0,2,1,1
30,1,1,0,0,0,14,7,1
90,0,0,5,0,0,0,0,1
147,1,1,3,0,0,2,5,1
40,0,0,0,0,1,0,7,1
37,1,1,1,0,0,23,14,1
37,2,1,1,0,0,5,1,1
92,0,1,1,0,0,2,3,1
186,1,1,2,0,0,6,19,1
18,0,1,0,0,0,20,26,1
111,0,1,1,2,0,0,3,1
28,1,1,0,0,0,2,0,1
95,0,0,6,0,0,0,0,1
42,1,1,1,0,0,19,58,1
32,1,1,1,0,0,2,7,1
43,1,1,0,0,0,2,10,1
78,1,1,2,2,0,2,8,1
29,1,1,0,0,0,0,0,1
27,2,1,0,0,0,2,3,1
35,2,1,0,0,0,0,2,1
61,1,1,1,0,0,5,4,1
82,0,0,5,0,0,0,0,1
55,2,1,1,0,0,0,0,1
26,2,1,0,0,0,2,3,1
142,1,1,2,0,0,6,19,1
55,2,1,1,0,0,0,0,1
201,1,1,1,0,0,7,19,1
186,1,1,3,0,0,6,19,1
33,0,1,2,0,0,2,35,1
30,0,1,2,0,0,2,27,1
34,1,1,1,0,0,2,9,1
70,1,1,1,2,0,1,8,1
37,1,1,2,0,0,18,57,1
26,1,1,0,0,0,0,1,1
383,1,1,3,13,1,6,21,1
463,1,1,0,13,1,6,21,1
40,1,0,1,0,0,17,1,1
38,1,1,1,0,0,18,58,1
69,1,1,0,0,0,0,0,1
73,1,1,4,0,0,0,16,1
27,1,1,1,0,0,17,16,1
34,1,1,0,0,0,0,1,1
46,1,1,0,0,0,6,12,1
38,1,1,1,0,0,18,57,1
51,1,1,0,0,0,23,14,1
33,0,1,0,0,0,2,5,1
50,1,1,1,0,0,0,0,1
71,0,1,1,0,0,2,3,1
28,1,1,0,0,0,14,9,1
479,2,0,3,15,1,6,21,1
40,1,1,1,0,0,0,1,1
482,1,1,10,15,1,6,21,1
29,1,1,1,0,0,2,3,1
80,1,1,6,0,0,0,1,1
41,1,1,0,0,0,26,70,1
39,1,1,2,0,0,1,0,1
55,2,1,1,0,0,0,0,1
24,1,1,0,0,0,3,0,1
42,2,1,1,0,0,63,114,1
55,1,1,2,0,0,1,6,1
38,1,1,1,0,0,18,58,1
43,2,1,2,0,0,3,7,1
33,1,1,1,0,0,20,15,1
406,1,1,4,13,1,6,21,1
54,1,1,0,0,0,2,1,1
178,1,1,1,0,0,6,19,1
69,2,1,1,0,0,0,0,1
56,1,1,2,0,0,2,0,1
25,0,1,0,0,0,0,0,1
99,2,1,1,0,0,0,3,1
48,2,1,1,0,0,22,9,1
40,1,1,0,0,0,0,11,1
398,1,1,1,13,1,6,21,1
31,1,1,2,0,0,6,5,1
81,2,0,4,0,0,1,4,1
48,2,1,1,0,0,19,30,1
44,1,1,2,0,0,1,2,1
39,2,1,0,0,0,0,0,1
382,1,1,3,13,1,6,21,1
28,1,0,0,0,0,0,5,1
22,0,1,0,0,0,4,0,1
32,1,1,0,0,0,0,28,1
46,1,1,2,0,0,20,15,1
86,1,1,6,1,0,0,1,1
107,0,1,1,0,0,1,6,1
45,0,1,1,0,0,0,0,1
43,1,1,4,0,0,1,0,1
400,1,1,3,13,1,6,21,1
